issuer,cik,tickers,exchanges,listed_status,vehicle,launch_date,expiration,offer_type,offer_price,range_low,range_high,nav_pct,final_price,premium_price_used,premium_flag,pre_close,pre_close_date,post_close,post_close_date,pre_close_split_factor,doc_ref_price,doc_ref_quote,gross_premium,yf_premium,yf_doc_price_ratio,premium_basis,tendered_class,completed,proration,odd_lot_priority,odd_lot_clause,odd_lot_clause_2,odd_lot_priority_basis,launch_accession,clause_doc_accession,clause_doc_url,doc_sha256,completion_doc,completion_date,n_hit_filings,n_filings_in_offer,orphan_amendment,listed_basis,price_note,completion_source,doc_bytes,launch_primary_doc
MVB FINANCIAL CORP,0001277902,MVBF,Nasdaq,listed,operating_company,2020-11-17,,dutch_auction,,18.0,20.25,,,19.125,range_midpoint,18.5,2020-11-16,22.399999618530273,2020-12-18,1.0,18.5,last reported sale price of the Shares on the Nasdaq was $18.50,0.03378378378378377,0.03378378378378377,1.0,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 3.","If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own, beneficially or of record, fewer than 100 Shares in the aggregate, you properly tender all of these Shares at or below the Purchase Price and do not properly withdraw them before the Expiration Date, and you complete the section entitled ""Odd Lots"" in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, we will purchase all of your Shares without subjecting them to the proration procedure, upon the terms and subject to the conditions of the Offer.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001104659-20-126136,0001104659-20-126136,https://www.sec.gov/Archives/edgar/data/1277902/000110465920126136/tm2036030-1_ex99a1a.htm,c67ffd22a0eb050a6e38ce38d0889d13637e154a5accacac87543cee137f054c,https://www.sec.gov/Archives/edgar/data/1277902/000110465920139159/c2039222-1_sctoia.htm,2020-12-23,5,4,False,submissions index: ['MVBF'] on ['Nasdaq']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001104659-20-139159,543938,tm2036030-1_sctoi.htm
"BlackRock Enhanced Large Cap Core Fund, Inc.",0001278895,CII,NYSE,listed,closed_end_or_interval_fund,2024-07-17,,nav_based,,,,,,,,20.049999237060547,2024-07-16,19.309999465942383,2024-08-19,1.0,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,(d) Each Conditional Tender Offer shall require odd lot tenders to be subject to the same proration terms as tenders of 100 shares or more.,,"phrase present, no grant and no denial matched",0001193125-24-180423,0001193125-24-180423,https://www.sec.gov/Archives/edgar/data/1278895/000119312524180423/d813373dex99d4.htm,cd79b45658f8951c59f5e421d31b94dfdd508e26e71740b2462a731df80c4701,https://www.sec.gov/Archives/edgar/data/1278895/000119312524203034/d823410dsctoia.htm,2024-08-20,1,3,False,submissions index: ['CII'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-24-203034,52774,d813373dsctoi.htm
Eaton Vance Floating-Rate Income Trust,0001288992,EFT,NYSE,listed,closed_end_or_interval_fund,2021-06-29,,nav_based,,,,,,,,14.34000015258789,2021-06-28,14.4399995803833,2021-07-30,1.0,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,(c) The Tender Offer shall require odd lot tenders to be subject to the same proration terms as tenders of 100 shares or more.,,"phrase present, no grant and no denial matched",0000350797-21-000081,0000350797-21-000081,https://www.sec.gov/Archives/edgar/data/1288992/000035079721000081/exhibitdi_ex99zdi.htm,954059829eb57b73a84a1ee033ad09596128cbcc628162d5af7c971a5e8b554e,https://www.sec.gov/Archives/edgar/data/1288992/000094039421001125/eftsctoia.htm,2021-08-03,1,3,False,submissions index: ['EFT'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0000940394-21-001125,98408,eftsctoi.htm
"Lightstone Value Plus REIT I, Inc.",0001296884,,,non_traded,REIT,2019-04-19,,nav_based,,,,,7.0,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own beneficially or of record fewer than 100 Shares in the aggregate, you will not be subject to proration if: (1) you properly tender all of these Shares, (2) you do not properly withdraw them before the Expiration Date, and (3) you complete the Letter of Transmittal included with this Offer to Purchase and the Odd-Lot Certification Form.","Because of the proration and odd lot priority provisions described in this Offer to Purchase, it is possible that we will not purchase all of the Shares that you tender.",odd-lot -> no-proration/priority: 'odd lot priority' (<100-share threshold stated in the document),0001140361-19-007366,0001140361-19-007366,https://www.sec.gov/Archives/edgar/data/1296884/000114036119007366/nt10001173x1_ex99-a1a.htm,1b292af1e2a2727f9b6fdf38bee037edebd7fd55e8fd9e3685ef3cd0389e7ed2,https://www.sec.gov/Archives/edgar/data/1296884/000114420419031664/tv523924_sctoi-a.htm,2019-06-20,5,3,False,"document: 'Shares are not listed on a national securities exchange and there is no established trading market for the Shares, the Estimated Per-Share N'",not exchange-listed / no ticker in the submissions index,0001144204-19-031664,389125,nt10001173x1_sctoi.htm
"Lightstone Value Plus REIT I, Inc.",0001296884,,,non_traded,REIT,2020-06-15,,nav_based,,,,,5.0,,,,,,,,,,,,,,common_or_unspecified,yes,,yes,"See ""The Offer - Section 16."" If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own beneficially or of record fewer than 100 Shares in the aggregate, you will not be subject to proration if: (1) you properly tender all of these Shares, (2) you do not properly withdraw them before the Expiration Date, and (3) you complete the Letter of Transmittal included with this Offer to Purchase and the Odd-Lot Certification Form.","Because of the proration and ""odd lot"" priority provisions described in this Offer to Purchase, it is possible that we will not purchase all of the Shares that you tender.","odd-lot -> no-proration/priority: 'odd lot"" priority' (<100-share threshold stated in the document)",0001140361-20-013810,0001140361-20-013810,https://www.sec.gov/Archives/edgar/data/1296884/000114036120013810/nt10012752x1_exa1a.htm,6aa93f672e7bd52b9b5a08c2944f0cb7fc8b68276bfdd6552d3d4572824f8f05,https://www.sec.gov/Archives/edgar/data/1296884/000114036120016971/nt10013894x1_sctoia.htm,2020-07-29,7,3,False,"document: 'Shares are not listed on a national securities exchange and there is no established trading market for the Shares, the Estimated Per-Share N'",not exchange-listed / no ticker in the submissions index,0001140361-20-016971,331853,nt10012752x1_sctoi.htm
JMP GROUP LLC,0001302350,,,unknown,BDC,2019-05-16,,fixed_price,3.95,,,,,3.95,,,,,,,3.91,closing price of $3.91,0.010230179028132946,,,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"In what order will JMP purchase the tendered shares? If the terms and conditions of the Offer have been satisfied or waived and an excess of 3,000,000 shares have been properly tendered and not properly withdrawn on or prior to the expiration date of the Offer, we will purchase shares in the following order of priority: &bull; First, all shares owned in &ldquo;odd lots&rdquo; (less than 100 shares) that have been properly tendered; and &bull; Second, all other tendered shares on a pro rata basis, if necessary.","If the terms and conditions of the Offer have been satisfied or waived and shareholders have properly tendered and not properly withdrawn shares in excess of 3,000,000, we will purchase shares in the following order of priority: &bull; First, all such shares owned beneficially or of record by a holder of fewer than 100 shares who properly tenders all such shares (partial tenders will not qualify for this preference) and completes, or whose broker, bank or other nominee completes, the section captioned &ldquo;Odd Lots&rdquo; in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery; and &bull; Second, after purchase of all the foregoing shares, all other shares on a pro rata basis, if necessary (with appropriate rounding and adjustment to avoid purchases of fractional shares).",odd-lot -> no-proration/priority: 'odd lot&rdquo; priority' (<100-share threshold stated in the document),0001437749-19-010144,0001437749-19-010144,https://www.sec.gov/Archives/edgar/data/1302350/000143774919010144/ex_144446.htm,73a93add930e7712392000f9b6c95fab91649c890248f17fa207c938125db048,https://www.sec.gov/Archives/edgar/data/1302350/000143774919012195/jmpllc20190613_sctoia.htm,2019-06-18,4,3,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001437749-19-012195,448398,jmpllc20190511_sctoi.htm
JMP GROUP LLC,0001302350,,,unknown,BDC,2020-02-24,2019-12-31,fixed_price,3.25,,,,,3.25,,,,,,,3.25,closing price of $3.25,0.0,,,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"In what order will JMP purchase the tendered shares? If the terms and conditions of the Offer have been satisfied or waived and an excess of 3,000,000 shares have been properly tendered and not properly withdrawn on or prior to the expiration date of the Offer, we will purchase shares in the following order of priority: First, all shares owned in ""odd lots"" (less than 100 shares) that have been properly tendered; and Second, all other tendered shares on a pro rata basis, if necessary.","If the terms and conditions of the Offer have been satisfied or waived and shareholders have properly tendered and not properly withdrawn shares in excess of 3,000,000, we will purchase shares in the following order of priority: First, all such shares owned beneficially or of record by a holder of fewer than 100 shares who properly tenders all such shares (partial tenders will not qualify for this preference) and completes, or whose broker, bank or other nominee completes, the section captioned ""Odd Lots"" in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery; and Second, after purchase of all the foregoing shares, all other shares on a pro rata basis, if necessary (with appropriate rounding and adjustment to avoid purchases of fractional shares).","odd-lot -> no-proration/priority: 'odd lot"" priority' (<100-share threshold stated in the document)",0001437749-20-003301,0001437749-20-003301,https://www.sec.gov/Archives/edgar/data/1302350/000143774920003301/ex_172736.htm,9f4ba6eb32d4a4c0ee627a1ea04ba8a8af435232605a4e8b4a180ce368ff16b3,https://www.sec.gov/Archives/edgar/data/1302350/000143774920005696/jmpllc20200319_sctoia.htm,2020-03-19,4,3,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001437749-20-005696,416525,jmpllc20200213_sctoi.htm
"Pioneer Floating Rate Fund, Inc.",0001305767,PHD,,listed,closed_end_or_interval_fund,2020-11-23,,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,(c) The Tender Offer shall require odd lot tenders to be subject to the same proration terms as tenders of 100 shares or more.,,"phrase present, no grant and no denial matched",0001193125-20-300814,0001193125-20-300814,https://www.sec.gov/Archives/edgar/data/1305767/000119312520300814/d935499dex99d1.htm,1892030a32340fa3d1cca92c62dc2c3aa9cf6548770a97206ab0217c558b1dd1,https://www.sec.gov/Archives/edgar/data/1305767/000119312520328336/d87261dsctoia.htm,2020-12-29,1,2,False,"submissions index tickers ['PHD'], no exchange field","no bars (delisted, renamed ticker, or not on the free feed)",0001193125-20-328336,69568,d935499dsctoi.htm
BlackRock Energy & Resources Trust,0001306550,BGR,NYSE,listed,closed_end_or_interval_fund,2024-07-17,,nav_based,,,,,,,,13.140000343322754,2024-07-16,13.15999984741211,2024-08-19,1.0,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,(d) Each Conditional Tender Offer shall require odd lot tenders to be subject to the same proration terms as tenders of 100 shares or more.,,"phrase present, no grant and no denial matched",0001193125-24-180427,0001193125-24-180427,https://www.sec.gov/Archives/edgar/data/1306550/000119312524180427/d813352dex99d5.htm,ff8f1eb9cdd47d10d3cb75b35f599ff9adfd3caa1940ad76f7c7e7be683f61a0,https://www.sec.gov/Archives/edgar/data/1306550/000119312524203035/d801159dsctoia.htm,2024-08-20,1,3,False,submissions index: ['BGR'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-24-203035,52703,d813352dsctoi.htm
InvenTrust Properties Corp.,0001307748,IVT,NYSE,listed,REIT,2021-10-12,2021-11-08,dutch_auction,,25.0,28.0,,25.0,,,17.020000457763672,2021-10-11,24.270000457763672,2021-11-09,1.0,,,,0.4688601250064157,,,common_or_unspecified,yes,,yes,"If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own beneficially or of record fewer than 100 Shares in the aggregate, you will not be subject to proration if: (1) you properly tender all of these Shares at or below the price that is ultimately determined to be the Purchase Price, (2) you do not properly withdraw them before the Expiration Time, and (3) you either (i) complete the Letter of Transmittal included with this Offer to Purchase and the Odd Lot certification form attached hereto, or (ii) electronically complete and submit the information requested on the Company s secured, online portal at www.inventrustdutchauction.com.","Because of the proration and odd lot priority provisions described in this Offer to Purchase, it is possible that we will not purchase all the Shares that you tender even if you tender them at or below the Purchase Price.",odd-lot -> no-proration/priority: 'odd lot priority' (<100-share threshold stated in the document),0001193125-21-296266,0001193125-21-296266,https://www.sec.gov/Archives/edgar/data/1307748/000119312521296266/d116250dex99a1a.htm,5e6202c1b708231c5a28e66c6ddb26c7139d26c7630841a69c9c41753fa82354,https://www.sec.gov/Archives/edgar/data/1307748/000119312521328172/d260729dsctoia.htm,2021-11-12,11,7,False,submissions index: ['IVT'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-21-328172,268687,d116250dsctoi.htm
